accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch,yaw,roll
0.42113677759999996,-0.6125625856,10.212566856799999,0.01090830782496456,-0.002181661564992912,0.011999138607461015,-0.06869396563440372,0.00023998277214922032,-0.04692905815643536
0.430708068,-0.5838487144,10.222138147199999,0.011999138607461015,-0.002181661564992912,0.008726646259971648,-0.06542196291093855,0.00017453292519943296,-0.047940810231372255
0.42113677759999996,-0.6029912951999999,10.222138147199999,0.01090830782496456,-0.003272492347489368,0.009817477042468103,-0.06758204431783375,0.00019634954084936208,-0.04688773441173743
0.42113677759999996,-0.6125625856,10.212566856799999,0.01090830782496456,0.0,0.008726646259971648,-0.06865120506772986,0.00017453292519943296,-0.04692905815643536
0.430708068,-0.5934200047999999,10.241280727999998,0.006544984694978736,0.001090830782496456,0.011999138607461015,-0.06630330500214876,0.00023998277214922032,-0.04795548904687146
0.42113677759999996,-0.6029912951999999,10.2029955664,0.017453292519943295,0.0,0.011999138607461015,-0.06764428491043967,0.00023998277214922032,-0.046847416596548334
0.41156548719999997,-0.5934200047999999,10.241280727999998,0.002181661564992912,0.003272492347489368,0.009817477042468103,-0.0662605444354749,0.00019634954084936208,-0.0459062968496487
0.430708068,-0.6029912951999999,10.193424275999998,0.015271630954950384,-0.002181661564992912,0.007635815477475192,-0.06775041358051488,0.00015271630954950385,-0.04800651599263357
0.45942193919999996,-0.5934200047999999,10.212566856799999,0.006544984694978736,-0.00545415391248228,0.014180800172453928,-0.06661764865922758,0.0002836160034490786,-0.051300445837592946
0.3541377448,-0.6699903279999999,10.2795658896,0.02181661564992912,0.007635815477475192,0.01090830782496456,-0.07443208476448784,0.0002181661564992912,-0.038950840674149924
0.37328032559999996,-0.5455635528,10.2029955664,0.020725784867432664,0.004363323129985824,0.003272492347489368,-0.06112934275493015,6.544984694978737e-05,-0.04143910104203154
0.41156548719999997,-0.6125625856,10.2317094376,0.018544123302439753,-0.002181661564992912,0.007635815477475192,-0.06856583183480558,0.00015271630954950385,-0.04562333804126973
0.41156548719999997,-0.5934200047999999,10.2508520184,0.019634954084936207,0.0,0.007635815477475192,-0.06626289549467833,0.00015271630954950385,-0.04552149848804564
0.4019941968,-0.5838487144,10.2317094376,0.01090830782496456,0.002181661564992912,0.008726646259971648,-0.06527541501175187,0.00017453292519943296,-0.044711985694579716
0.430708068,-0.5838487144,10.2029955664,0.01090830782496456,0.0,0.007635815477475192,-0.06550159824683616,0.00015271630954950385,-0.048052175847177
0.4498506487999999,-0.5838487144,10.222138147199999,0.01090830782496456,0.0,0.007635815477475192,-0.06537920234426468,0.00015271630954950385,-0.050100653320486105
0.42113677759999996,-0.5647061335999999,10.212566856799999,0.014180800172453928,0.0,0.009817477042468103,-0.06329919373792009,0.00019634954084936208,-0.046877595505464054
0.44027935839999993,-0.6125625856,10.222138147199999,0.014180800172453928,-0.001090830782496456,0.013089969389957472,-0.06860845867818012,0.00026179938779914946,-0.0489592670800879
0.42113677759999996,-0.6029912951999999,10.212566856799999,0.009817477042468103,-0.004363323129985824,0.011999138607461015,-0.06766655630543028,0.00023998277214922032,-0.0469530557015959
0.430708068,-0.5838487144,10.2029955664,0.014180800172453928,-0.002181661564992912,0.007635815477475192,-0.06554435881351002,0.00015271630954950385,-0.0479880349971662
0.41156548719999997,-0.5934200047999999,10.222138147199999,0.013089969389957472,0.002181661564992912,0.013089969389957472,-0.06640585026995109,0.00026179938779914946,-0.045778160045764175
0.430708068,-0.6125625856,10.193424275999998,0.009817477042468103,-0.003272492347489368,0.011999138607461015,-0.06884395924258986,0.00023998277214922032,-0.04811072583640892
0.44027935839999993,-0.6125625856,10.193424275999998,0.01090830782496456,-0.001090830782496456,0.007635815477475192,-0.068801198675916,0.00015271630954950385,-0.04916143518031841
0.430708068,-0.6029912951999999,10.2029955664,0.011999138607461015,-0.001090830782496456,0.01090830782496456,-0.06766566519377659,0.0002181661564992912,-0.0480255529957491
0.430708068,-0.5838487144,10.2029955664,0.009817477042468103,0.0,0.01090830782496456,-0.06550159824683616,0.0002181661564992912,-0.04807355613051393
0.430708068,-0.6125625856,10.222138147199999,0.013089969389957472,0.002181661564992912,0.006544984694978736,-0.06854431782816933,0.00013089969389957473,-0.047911547583478625
0.41156548719999997,-0.5838487144,10.212566856799999,0.004363323129985824,0.001090830782496456,0.006544984694978736,-0.06541896284390478,0.00013089969389957473,-0.04599463317603591
0.42113677759999996,-0.5838487144,10.2029955664,0.008726646259971648,-0.002181661564992912,0.011999138607461015,-0.06554435881351002,0.00023998277214922032,-0.047023585329265746
0.430708068,-0.6029912951999999,10.2029955664,0.009817477042468103,-0.003272492347489368,0.007635815477475192,-0.06770842576045046,0.00015271630954950385,-0.048068313562422964
0.44027935839999993,-0.5838487144,10.212566856799999,0.009817477042468103,-0.001090830782496456,0.008726646259971648,-0.06546172341057863,0.00017453292519943296,-0.049098791136974115
0.4498506487999999,-0.6029912951999999,10.2029955664,0.011999138607461015,0.001090830782496456,0.009817477042468103,-0.06762290462710274,0.00019634954084936208,-0.05016776791760817
0.44027935839999993,-0.5934200047999999,10.193424275999998,0.014180800172453928,0.002181661564992912,0.00545415391248228,-0.06659260837140839,0.0001090830782496456,-0.04910275378615071
0.44027935839999993,-0.6029912951999999,10.193424275999998,0.015271630954950384,0.001090830782496456,0.013089969389957472,-0.0676862727305041,0.00026179938779914946,-0.04907866521305508
0.430708068,-0.6029912951999999,10.222138147199999,0.008726646259971648,0.0,0.009817477042468103,-0.06751790346782297,0.00019634954084936208,-0.04799973777766187
0.430708068,-0.6029912951999999,10.1838529856,0.014180800172453928,0.001090830782496456,0.01090830782496456,-0.06774975953113321,0.0002181661564992912,-0.048073084310469937
0.42113677759999996,-0.6029912951999999,10.2029955664,0.014180800172453928,-0.001090830782496456,0.009817477042468103,-0.06766566519377659,0.00019634954084936208,-0.04691155744655912
0.430708068,-0.5742774239999999,10.2029955664,0.013089969389957472,0.002181661564992912,0.006544984694978736,-0.0643873214354836,0.00013089969389957473,-0.04801197376660953
0.430708068,-0.6125625856,10.212566856799999,0.015271630954950384,-0.001090830782496456,0.009817477042468103,-0.06867258535106678,0.00019634954084936208,-0.04791371571504718
0.44027935839999993,-0.6029912951999999,10.1838529856,0.015271630954950384,0.0,0.013089969389957472,-0.06777113981447014,0.00026179938779914946,-0.04912485373638111
0.42113677759999996,-0.5934200047999999,10.212566856799999,0.008726646259971648,-0.002181661564992912,0.006544984694978736,-0.06655350780921679,0.00013089969389957473,-0.0469770124557513
0.4498506487999999,-0.5934200047999999,10.2029955664,0.009817477042468103,-0.001090830782496456,0.01090830782496456,-0.06659438011776142,0.0002181661564992912,-0.05021328768127618
