accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0.5168496816,-0.47856451999999994,10.2317094376,0.01090830782496456,-0.003272492347489368,0.01090830782496456,4.3,-74.3,-79.0
0.5264209719999999,-0.4881358104,10.2317094376,-0.001090830782496456,-0.003272492347489368,0.006544984694978736,5.9,-73.8,-79.60000000000001
0.5264209719999999,-0.46899322959999995,10.222138147199999,0.007635815477475192,-0.00545415391248228,0.01090830782496456,4.3,-73.5,-80.10000000000001
0.5168496816,-0.47856451999999994,10.2029955664,0.003272492347489368,0.001090830782496456,0.004363323129985824,3.8000000000000003,-73.2,-80.2
0.5168496816,-0.46899322959999995,10.222138147199999,0.003272492347489368,-0.003272492347489368,0.009817477042468103,5.6000000000000005,-74.4,-80.0
0.5168496816,-0.4881358104,10.241280727999998,0.002181661564992912,-0.001090830782496456,0.008726646259971648,4.5,-73.60000000000001,-80.7
0.5264209719999999,-0.46899322959999995,10.222138147199999,0.006544984694978736,-0.003272492347489368,0.007635815477475192,4.7,-73.10000000000001,-79.7
0.5264209719999999,-0.45942193919999996,10.222138147199999,-0.002181661564992912,-0.003272492347489368,0.008726646259971648,5.0,-74.10000000000001,-80.4
0.5168496816,-0.5072783912,10.2317094376,0.004363323129985824,-0.001090830782496456,0.006544984694978736,5.0,-72.8,-80.4
0.5168496816,-0.47856451999999994,10.241280727999998,0.007635815477475192,0.0,0.008726646259971648,4.3,-73.10000000000001,-79.5
0.5455635528,-0.47856451999999994,10.241280727999998,0.00545415391248228,-0.004363323129985824,0.009817477042468103,4.5,-73.9,-80.10000000000001
0.5168496816,-0.46899322959999995,10.222138147199999,0.002181661564992912,-0.004363323129985824,0.008726646259971648,4.5,-74.7,-79.30000000000001
0.5359922624,-0.47856451999999994,10.222138147199999,0.009817477042468103,-0.004363323129985824,0.013089969389957472,5.2,-74.4,-79.9
0.5168496816,-0.5359922624,10.241280727999998,0.007635815477475192,0.001090830782496456,0.011999138607461015,5.0,-74.2,-80.30000000000001
0.5072783912,-0.49770710079999997,10.241280727999998,0.004363323129985824,-0.002181661564992912,0.006544984694978736,4.5,-73.2,-79.30000000000001
0.5072783912,-0.5072783912,10.2317094376,0.00545415391248228,-0.00545415391248228,0.009817477042468103,4.6000000000000005,-74.0,-80.30000000000001
0.5359922624,-0.44027935839999993,10.2508520184,0.011999138607461015,-0.007635815477475192,0.009817477042468103,5.4,-73.4,-79.9
0.5072783912,-0.44027935839999993,10.222138147199999,0.004363323129985824,-0.007635815477475192,0.008726646259971648,4.2,-74.2,-79.0
0.5264209719999999,-0.5168496816,10.222138147199999,0.00545415391248228,-0.006544984694978736,0.011999138607461015,4.6000000000000005,-73.8,-79.60000000000001
0.5168496816,-0.46899322959999995,10.2508520184,0.003272492347489368,-0.003272492347489368,0.008726646259971648,4.1000000000000005,-73.7,-80.10000000000001
0.5168496816,-0.5072783912,10.2508520184,0.008726646259971648,-0.001090830782496456,0.01090830782496456,5.4,-73.10000000000001,-80.4
0.49770710079999997,-0.4881358104,10.222138147199999,0.002181661564992912,-0.00545415391248228,0.009817477042468103,5.300000000000001,-73.4,-80.4
0.5168496816,-0.47856451999999994,10.212566856799999,0.004363323129985824,-0.002181661564992912,0.009817477042468103,4.5,-73.5,-79.5
0.5168496816,-0.49770710079999997,10.212566856799999,0.002181661564992912,-0.003272492347489368,0.008726646259971648,4.0,-74.10000000000001,-80.2
0.5264209719999999,-0.45942193919999996,10.222138147199999,0.006544984694978736,-0.002181661564992912,0.008726646259971648,5.0,-74.0,-80.30000000000001
0.5168496816,-0.45942193919999996,10.2508520184,0.004363323129985824,-0.002181661564992912,0.01090830782496456,5.2,-73.4,-79.10000000000001
0.5359922624,-0.49770710079999997,10.222138147199999,0.003272492347489368,0.0,0.01090830782496456,4.3,-74.0,-80.0
0.5359922624,-0.47856451999999994,10.260423308799998,0.00545415391248228,0.0,0.011999138607461015,4.6000000000000005,-74.0,-80.7
0.5551348432,-0.44027935839999993,10.2029955664,0.00545415391248228,0.001090830782496456,0.008726646259971648,4.1000000000000005,-74.5,-80.60000000000001
0.5168496816,-0.5072783912,10.2317094376,0.008726646259971648,-0.002181661564992912,0.011999138607461015,5.800000000000001,-74.60000000000001,-80.60000000000001
0.5168496816,-0.4498506487999999,10.222138147199999,0.006544984694978736,-0.003272492347489368,0.006544984694978736,4.3,-73.60000000000001,-80.80000000000001
0.5359922624,-0.45942193919999996,10.241280727999998,0.007635815477475192,-0.006544984694978736,0.01090830782496456,5.7,-73.7,-80.7
0.5359922624,-0.49770710079999997,10.212566856799999,0.001090830782496456,-0.004363323129985824,0.011999138607461015,5.0,-74.0,-79.9
0.5168496816,-0.4881358104,10.222138147199999,0.004363323129985824,-0.003272492347489368,0.011999138607461015,5.7,-73.9,-80.60000000000001
0.5264209719999999,-0.46899322959999995,10.2508520184,0.00545415391248228,0.0,0.01090830782496456,4.7,-73.9,-80.80000000000001
0.5168496816,-0.4881358104,10.2317094376,0.007635815477475192,-0.006544984694978736,0.008726646259971648,5.1000000000000005,-74.2,-80.5
